Date,Tests,Positives,Hospitalized,ICU,Deaths,New Cases,Age 0-9,Age 10-19,Age 40-49,Age 50-59,Age 60-69,Age 70-79,Age 80+,Age Unknow,Age 20-29,Gender Female,Gender Male,Gender Unknown,Age 30-39,New Tests,Rolling Average Percentage of Positive Cases Among Tests (14 day period) 
2021-06-29,"5,272,872","282,582","15,536","1,721","3,780",84,"15,572","31,517","40,040","37,684","24,148","11,374","8,426",165,"63,387","144,122","136,513","1,947","50,269","7,107",1.10794858
2021-07-06,"5,316,152","283,376","15,577","1,717","3,782",99,"15,625","31,594","40,140","37,774","24,209","11,402","8,444",166,"63,588","144,534","136,892","1,950","50,434","3,621",1.54738459
2021-07-13,"5,366,421","285,268","15,623","1,710","3,786",272,"15,752","31,786","40,367","37,942","24,317","11,446","8,461",163,"64,178","145,460","137,859","1,949","50,856","7,097",2.86801569
2021-07-20,"5,422,365","288,681","15,700","1,714","3,787",521,"16,011","32,186","40,830","38,242","24,506","11,531","8,496",163,"65,164","147,260","139,463","1,958","51,552","7,895",5.05022926
2021-07-27,"5,492,269","294,176","15,809","1,726","3,798",765,"16,507","32,808","41,584","38,739","24,825","11,676","8,568",163,"66,605","149,957","142,232","1,987","52,701","10,090",7.14830589
2021-08-03,"5,581,620","301,100","15,913","1,729","3,805",908,"17,129","33,661","42,521","39,367","25,243","11,861","8,663",164,"68,333","153,495","145,558","2,047","54,158","11,748",7.82330225
2021-08-10,"5,689,734","309,406","16,161","1,738","3,818","1,134","17,784","34,701","43,655","40,285","25,782","12,131","8,819",166,"70,323","157,647","149,643","2,116","55,760","12,103",7.79581192
2021-08-17,"5,810,844","318,152","16,283","1,748","3,834","1,117","18,615","35,806","44,851","41,222","26,374","12,414","8,970",175,"72,222","162,015","153,950","2,187","57,503","16,329",7.52320874
2021-08-24,"5,933,534","327,166","16,585","1,762","3,859","1,327","19,482","36,960","46,101","42,197","27,055","12,710","9,117",175,"74,173","166,440","158,418","2,308","59,196","16,915",7.27850697
2021-08-31,"6,070,392","335,302","16,832","1,772","3,908",949,"20,318","38,171","47,173","43,073","27,701","12,974","9,243",184,"75,777","170,423","162,481","2,398","60,688","17,204",6.62574938
2021-09-07,"6,194,205","341,437","17,014","1,791","3,926",738,"21,035","39,127","47,962","43,718","28,124","13,206","9,366",181,"76,883","173,490","165,492","2,455","61,835","16,451",5.53379547
2021-09-14,"6,330,999","346,934","17,355","1,815","3,983",742,"21,660","39,990","48,693","44,296","28,537","13,392","9,461",185,"77,877","176,219","168,181","2,534","62,843","17,728",4.51446047
2021-09-21,"6,439,586","351,134","17,473","1,822","4,027",851,"22,131","40,554","49,294","44,780","28,858","13,534","9,537",188,"78,645","178,302","170,287","2,545","63,613","23,238",3.96281701
2021-09-28,"6,590,496","355,872","17,634","1,831","4,066",515,"22,589","41,187","49,985","45,288","29,267","13,702","9,641",189,"79,474","180,636","172,654","2,582","64,550","25,017",3.3961857
2021-10-05,"6,766,498","359,537","17,729","1,839","4,104",387,"23,018","41,651","50,493","45,681","29,558","13,852","9,701",192,"80,141","182,511","174,413","2,613","65,250","22,455",2.53615652
2021-10-12,"6,894,080","362,618","17,849","1,844","4,141",333,"23,419","42,110","50,909","46,019","29,843","13,972","9,746",192,"80,582","184,009","175,987","2,622","65,826","15,149",2.26362391
2021-10-19,"7,025,970","365,670","17,965","1,857","4,178",441,"23,844","42,608","51,321","46,366","30,077","14,071","9,812",195,"80,995","185,543","177,469","2,658","66,381","16,255",2.44573596
2021-10-26,"7,176,940","369,361","18,094","1,870","4,207",549,"24,307","43,129","51,880","46,779","30,396","14,208","9,904",191,"81,533","187,399","179,282","2,680","67,034","19,703",2.40260199
2021-11-02,"7,302,888","372,709","18,174","1,878","4,241",499,"24,720","43,535","52,357","47,149","30,681","14,335","9,966",181,"82,142","189,040","180,981","2,688","67,643","17,853",2.54588001
2021-11-09,"7,432,499","376,114","18,279","1,889","4,272",447,"25,163","44,036","52,888","47,530","30,930","14,444","10,006",166,"82,700","190,777","182,627","2,710","68,251","15,965",2.65692071
2021-11-16,"7,547,530","379,251","18,403","1,897","4,301",342,"25,538","44,460","53,348","47,865","31,192","14,549","10,054",165,"83,261","192,346","184,170","2,735","68,819","15,079",2.67656412
2021-11-23,"7,671,075","382,450","18,501","1,903","4,325",403,"25,934","44,874","53,812","48,225","31,444","14,660","10,108",165,"83,797","193,930","185,775","2,745","69,431","16,209",2.64653611
2021-11-30,"7,762,531","385,396","18,599","1,910","4,346",622,"26,245","45,257","54,259","48,579","31,670","14,774","10,173",163,"84,268","195,392","187,246","2,758","70,008","20,172",2.86138204
2021-12-07,"7,912,248","390,947","18,729","1,926","4,369",562,"26,948","46,107","55,077","49,218","32,068","14,946","10,275",165,"85,134","198,228","189,925","2,794","71,009","18,673",3.47178167
2021-12-14,"8,056,746","395,723","18,866","1,938","4,395",646,"27,511","46,797","55,704","49,773","32,403","15,107","10,349",163,"85,930","200,648","192,244","2,831","71,986","21,767",3.44543956
2021-12-21,"8,195,818","403,358","18,982","1,942","4,434","1,856","28,232","47,659","56,693","50,518","32,871","15,287","10,431",171,"87,886","204,565","195,905","2,888","73,610","25,714",4.31145749
2021-12-28,"8,356,092","420,089","19,058","1,949","4,461","3,653","29,419","49,596","58,976","52,175","33,757","15,635","10,587",180,"92,688","213,347","203,705","3,037","77,076","28,472",8.0722642
2022-01-04,"8,537,256","465,607","19,288","1,951","4,495","8,204","33,281","55,471","65,813","57,229","36,575","16,748","11,148",218,"103,234","237,711","224,487","3,409","85,890","24,730",18.06306874
2022-01-11,"8,851,351","550,639","19,565","1,970","4,529","14,734","41,411","67,476","77,961","66,017","41,574","18,783","12,219",271,"123,101","282,774","263,446","4,419","101,826","46,885",26.38543951
2022-01-18,"9,123,952","613,632","19,987","1,977","4,553","9,382","49,223","77,299","86,807","73,082","45,806","20,604","13,253",464,"134,299","315,785","292,681","5,166","112,795","41,506",26.38674884
2022-01-25,"9,349,486","675,250","20,503","1,994","4,622","6,108","56,927","86,665","95,525","80,033","50,140","22,434","14,252",666,"144,630","347,969","321,547","5,734","123,978","25,426",24.68066493
2022-02-01,"9,599,213","702,789","20,802","2,016","4,735","2,925","60,616","90,969","99,230","83,074","52,316","23,452","14,836",712,"149,006","362,349","334,355","6,085","128,578","16,768",18.60582056
