Date,Tests,Positives,Hospitalized,ICU,Deaths,New Cases,Age 0-9,Age 10-19,Age 40-49,Age 50-59,Age 60-69,Age 70-79,Age 80+,Age Unknow,Age 20-29,Gender Female,Gender Male,Gender Unknown,Age 30-39,New Tests,Rolling Average Percentage of Positive Cases Among Tests (14 day period) 
2021-02-04,"3,549,794","244,069","10,517","1,488","2,777","1,453","12,946","26,500","34,886","33,145","21,402","10,154","7,617",175,"54,042","125,351","117,051","1,667","43,202","23,259",7.72149306
2021-02-05,"3,574,073","245,334","10,601","1,497","2,812","1,265","13,039","26,666","35,038","33,318","21,520","10,208","7,658",178,"54,287","125,983","117,651","1,700","43,422","24,279",7.1680483
2021-02-06,"3,593,992","246,564","10,639","1,501","2,821","1,230","13,132","26,819","35,199","33,490","21,639","10,274","7,697",180,"54,530","126,572","118,248","1,744","43,604","19,919",7.1766807
2021-02-07,"3,604,515","247,462","10,765","1,511","2,821",698,"13,170","26,902","35,285","33,597","21,713","10,302","7,737",182,"54,656","126,935","118,547","1,780","43,718","10,523",7.008027
2021-02-08,"3,616,885","248,051","10,868","1,520","2,853",789,"13,225","26,990","35,390","33,700","21,790","10,334","7,764",182,"54,809","127,360","118,916","1,775","43,867","12,370",6.8494977
2021-02-09,"3,636,346","248,861","11,011","1,529","2,904",810,"13,289","27,081","35,501","33,822","21,863","10,371","7,789",183,"54,951","127,748","119,319","1,794","44,011","19,461",6.53912
2021-02-10,"3,657,702","249,974","11,193","1,532","2,955","1,113","13,360","27,225","35,648","33,973","21,960","10,418","7,830",186,"55,172","128,310","119,832","1,832","44,202","21,356",6.4171123
2021-02-11,"3,678,235","250,791","11,372","1,539","2,979",817,"13,409","27,328","35,780","34,076","22,012","10,445","7,860",184,"55,330","128,707","120,219","1,865","44,367","20,533",6.28646605
2021-02-12,"3,678,235","251,682","11,444","1,538","3,009",891,"13,474","27,464","35,886","34,184","22,094","10,486","7,893",184,"55,498","129,126","120,681","1,875","44,519","20,533",5.9351409
2021-02-13,"3,710,158","252,250","11,471","1,542","3,037",568,"13,505","27,534","35,969","34,249","22,146","10,516","7,927",185,"55,621","129,408","120,956","1,886","44,598","13,700",5.775774
2021-02-14,"3,720,260","252,943","12,144","1,550","3,037",693,"13,552","27,615","36,060","34,352","22,220","10,551","7,939",183,"55,758","129,746","121,294","1,903","44,713","10,102",5.6388431
2021-02-15,"3,729,385","253,641","12,162","1,555","3,042",698,"13,587","27,717","36,154","34,438","22,289","10,571","7,961",185,"55,906","130,072","121,648","1,921","44,833","9,125",5.775774
2021-02-16,"3,729,385","254,180","12,286","1,556","3,099",539,"13,617","27,799","36,234","34,504","22,338","10,587","7,970",188,"56,023","130,339","121,915","1,926","44,920","9,125",5.5252608
2021-02-17,"3,763,001","254,990","12,381","1,554","3,135",810,"13,671","27,891","36,342","34,609","22,401","10,625","7,999",190,"56,183","130,735","122,305","1,950","45,079","19,845",5.5252608
2021-02-18,"3,777,823","255,802","12,467","1,552","3,169",812,"13,715","27,986","36,463","34,707","22,480","10,654","8,024",190,"56,362","13,134","122,700","1,968","45,221","14,822",5.14539817
2021-02-19,"3,777,823","256,513","12,492","1,557","3,188",711,"13,774","28,065","36,556","43,805","22,554","10,689","8,043",191,"56,515","131,506","123,008","1,999","45,321","14,822",4.9078817
2021-02-20,"3,809,784","257,030","12,509","1,563","3,190",517,"13,810","28,128","36,627","34,865","22,597","10,715","8,051",192,"56,649","131,760","123,246","2,024","45,396","13,767",4.8500408
2021-02-21,"3,819,590","257,351","12,968","1,577","3,189",321,"13,825","28,167","36,680","34,912","22,625","10,720","8,057",192,"56,722","131,910","123,425","2,016","45,451","9,806",4.8500408
2021-02-22,"3,830,490","257,805","13,040","1,578","3,218",454,"13,854","28,226","36,745","34,953","22,678","10,740","8,067",193,"56,831","132,143","123,647","2,015","45,518","10,900",4.56637251
2021-02-22,"3,830,490","257,805","13,040","1,578","3,218",454,"13,854","28,226","36,745","34,953","22,678","10,740","8,067",193,"56,831","132,143","123,647","2,015","45,518","10,900",4.56637251
2021-02-23,"3,845,416","258,463","13,072","1,575","3,230",658,"13,883","28,306","36,833","35,055","22,745","10,763","8,088",191,"56,980","132,463","123,983","2,017","45,619","14,926",4.5927201
2021-02-23,"3,845,416","258,463","13,072","1,575","3,230",658,"13,883","28,306","36,833","35,055","22,745","10,763","8,088",191,"56,980","132,463","123,983","2,017","45,619","14,926",4.5927201
2021-02-24,"3,864,246","258,982","13,095","1,580","3,260",519,"13,917","28,365","36,910","35,111","22,785","10,796","8,102",191,"57,111","132,709","124,245","2,028","45,694","18,830",4.36129832
2021-02-25,"3,864,246","3,880,233","13,107","1,580","3,271",662,"13,961","28,446","37,011","35,185","22,831","10,815","8,121",191,"57,284","133,025","124,574","2,045","45,799","15,987",4.38271666
2021-02-26,"3,893,517","260,094","13,120","1,581","3,284",450,"13,984","28,498","37,076","35,241","22,865","10,832","8,129",191,"57,411","133,229","124,811","2,054","45,867","13,284",4.26877
2021-02-26,"3,923,819","261,001","13,162","1,598","3,317",376,"14,035","28,628","37,182","35,358","22,941","10,854","8,150",190,"57,635","133,681","125,278","2,042","46,028","9,303",0.03785346
2021-02-27,"3,907,336","260,356","13,122","1,580","3,303",262,"14,009","28,547","37,099","35,272","22,880","10,837","8,137",192,"57,474","133,369","124,939","2,048","45,909","13,819",4.1110063
2021-02-28,"3,914,516","260,625","13,123","1,595","3,303",269,"14,015","28,581","37,135","35,303","22,915","10,841","8,137",191,"57,547","133,499","125,081","2,045","45,960","7,180",3.9545754
2021-03-01,"3,923,819","261,001","13,162","1,598","3,317",376,"14,035","28,628","37,182","35,358","22,941","10,854","8,150",190,"57,635","133,681","125,278","2,042","46,028","9,303",0.03785346
2021-03-02,"3,937,112","261,353","13,179","1,599","3,342",353,"14,062","28,648","37,228","35,395","22,967","10,872","8,166",191,"57,701","133,858","125,449","2,046","46,087","13,293",0.03698262
2021-03-03,"3,954,875","261,861","13,215","1,603","3,359",508,"14,099","28,747","37,300","35,465","22,997","10,896","8,186",192,"57,802","134,126","125,682","2,053","46,177","17,763",0.03580996
2021-03-04,"3,968,627","262,360","13,224","1,606","3,371",499,"14,123","28,809","37,380","35,535","23,029","10,928","8,196",193,"57,911","134,340","125,963","2,057","46,256","13,752",3.43703486
2021-03-05,"3,981,573","262,781","13,236","1,608","3,385",421,"14,148","28,863","37,434","35,577","23,064","10,944","8,210",193,"58,012","134,547","126,173","2,061","46,336","12,942",3.37795598
2021-03-06,"3,994,591","262,968","13,240","1,607","3,390",187,"14,167","28,887","37,468","35,607","23,077","10,950","8,214",193,"58,043","134,652","126,259","2,057","46,362","13,018",3.2130818
2021-03-07,"3,994,591","263,275","13,259","1,613","3,390",307,"14,190","28,921","37,524","35,645","23,098","10,957","8,212",193,"58,113","134,799","126,421","2,055","46,422","13,018",3.20613083
2021-03-08,"4,016,127","263,748","13,282","1,615","3,405",421,"14,208","28,961","37,574","35,726","23,135","10,970","8,224",194,"58,246","134,993","126,647","2,108","46,510","11,766",3.2014092
2021-03-09,"4,029,513","264,097","13,282","1,614","3,413",349,"14,229","28,994","37,624","35,766","23,158","10,978","8,229",194,"58,343","135,154","126,840","2,103","46,582","13,386",3.0603432
2021-03-10,"4,045,717","264,527","13,306","1,618","3,422",430,"14,248","29,036","37,693","35,802","23,199","11,005","8,235",194,"58,442","135,370","127,054","2,103","46,673","16,204",3.05558464
2021-03-11,"4,058,624","264,889","13,327","1,621","3,434",430,"14,263","29,078","37,753","35,848","23,277","11,020","8,241",193,"58,529","135,552","127,233","2,104","46,737","12,907",2.94017075
2021-03-12,"4,070,057","265,273","13,334","1,622","3,444",430,"14,285","29,129","37,806","35,907","23,258","11,039","8,245",193,"58,616","135,738","127,430","2,105","46,795","11,433",2.9336128
2021-03-13,"4,080,406","265,471","13,342","1,626","3,452",198,"14,294","29,150","37,844","35,922","23,267","11,052","8,244",192,"58,663","135,845","127,521","2,105","46,843","10,349",2.955452
2021-03-14,"4,089,065","265,649","13,343","1,627","3,452",178,"14,303","29,166","37,866","35,945","23,288","11,062","8,243",192,"58,698","135,928","127,621","2,100","46,886","8,659",2.955452
2021-03-15,"4,097,855","265,906","13,365","1,627","3,462",257,"14,313","29,203","37,905","35,980","23,312","11,070","8,251",192,"58,745","136,055","127,750","2,101","46,935","8,790",2.8183824
2021-03-16,"4,111,091","266,317","13,371","1,626","3,470",411,"14,336","29,239","37,967","36,018","23,341","11,079","8,262",193,"58,850","136,227","127,985","2,105","47,032","13,236",2.8532179
2021-03-17,"4,127,020","266,756","13,371","1,626","3,478",439,"14,365","29,301","38,023","36,076","23,371","11,094","8,261",193,"58,958","136,444","128,217","2,095","47,114","15,929",2.84353307
2021-03-18,"4,138,812","267,177","13,411","1,628","3,491",421,"14,386","29,360","38,074","36,137","23,403","11,101","8,273",195,"59,051","136,648","128,453","2,076","47,197","11,792",2.84353307
2021-03-19,"4,152,059","267,536","13,441","1,630","3,492",359,"14,404","29,410","38,124","36,188","23,428","11,111","8,273",197,"59,156","136,811","128,648","2,077","47,245","13,247",2.7890853
2021-03-20,"4,161,844","267,728","13,447","1,630","3,494",192,"14,417","29,433","38,145","36,214","23,446","11,121","8,277",196,"59,199","136,910","128,739","2,079","47,280","9,785",2.8459878
2021-03-21,"4,166,772","267,917","13,943","1,628","3,494",189,"14,430","29,459","38,162","36,233","23,464","11,121","8,280",195,"59,249","137,027","128,814","2,076","47,324","4,928",2.8581808
2021-03-22,"4,178,228","268,160","13,969","1,628","3,498",243,"14,444","29,492","38,191","36,268","23,479","11,127","8,277",194,"59,308","137,133","128,951","2,076","47,380","11,456",2.72175989
2021-03-23,"4,189,510","268,417","14,017","1,630","3,509",257,"14,455","29,516","38,214","36,301","23,491","11,127","8,287",191,"59,394","137,251","129,090","2,076","47,441","11,282",2.7000506
2021-03-24,"4,207,106","268,627","14,023","1,630","3,520",210,"14,460","29,538","38,247","36,316","23,491","11,130","8,283",191,"59,483","137,347","129,210","2,070","47,488","17,596",2.7000506
2021-03-25,"4,220,782","269,049","14,762","1,636","3,525",422,"14,492","29,592","38,295","36,346","23,516","11,137","8,285",192,"59,632","137,515","129,466","2,068","47,562","13,676",2.56539918
2021-03-27,"4,246,035","269,840","14,783","1,640","3,547",205,"14,525","29,658","38,340","36,396","23,540","11,147","8,291",191,"59,751","137,715","129,615","2,070","47,641","13,316",2.4204698
2021-03-28,"4,252,711","269,770","14,827","1,642","3,547",290,"14,538","29,715","38,376","36,427","23,557","11,151","8,294",190,"59,825","137,863","129,828","2,079","47,697","6,676",2.51824059
2021-03-29,"4,261,677","269,997","14,835","1,641","3,555",227,"14,546","29,738","38,420","36,455","23,570","11,155","8,299",189,"59,886","137,964","129,955","2,078","47,739","8,966",2.4972226
2021-03-30,"4,273,404","270,287","14,843","1,640","3,555",290,"14,560","29,781","38,455","36,484","23,587","11,159","8,304",192,"59,971","138,102","130,105","2,080","47,794","11,727",2.4972226
2021-03-31,"4,289,845","270,539","14,855","1,642","3,555",252,"14,578","29,807","38,486","36,513","23,597","11,163","8,307",190,"60,060","138,217","130,244","2,078","47,838","16,441",2.32335329
2021-04-01,"4,308,280","271,035","14,855","1,651","3,568",496,"14,600","29,881","38,549","36,549","23,617","11,169","8,311",188,"60,230","138,444","130,521","2,070","47,941","18,435",2.27653598
2021-04-02,"4,319,587","271,334","14,884","1,653","3,571",299,"14,624","29,916","38,591","36,570","23,637","11,177","8,313",188,"60,324","138,585","130,676","2,073","47,994","11,307",2.26708371
2021-04-03,"4,332,747","271,527","14,888","1,654","3,583",193,"14,634","29,934","38,625","36,593","23,655","11,177","8,318",189,"60,380","138,691","130,670","2,076","48,022","13,160",2.22289837
2021-04-04,"4,338,264","271,654","14,901","1,657","3,583",127,"14,640","29,948","38,641","36,608","23,658","11,181","8,317",190,"60,412","138,738","130,883","2,033","48,059","5,517",2.17911039
2021-04-05,"4,345,259","271,866","14,902","1,659","3,585",212,"14,645","29,981","38,668","36,630","23,669","11,183","8,319",192,"60,471","138,823","131,005","2,038","48,108","6,995",2.2187498
2021-04-06,"4,359,581","272,194","14,938","1,660","3,588",328,"14,657","30,025","38,711","36,669","23,685","11,187","8,332",191,"60,568","138,961","131,192","2,041","48,169","14,322",2.2208372
2021-04-07,"4,376,177","272,494","14,951","1,660","3,592",300,"14,684","30,072","38,748","36,690","23,695","11,191","8,332",190,"60,659","139,098","131,350","2,046","48,233","16,596",2.28720478
2021-04-08,"4,393,371","272,696","14,952","1,664","3,600",202,"14,700","30,099","38,771","36,719","23,708","11,190","8,332",185,"60,714","139,212","131,449","2,035","48,278","17,194",2.11311265
2021-04-09,"4,421,171","273,057","14,980","1,662","3,613",361,"14,717","30,141","38,819","36,756","23,732","11,192","8,333",185,"60,835","139,375","131,651","2,031","48,347","27,800",2.0068771
2021-04-10,"4,431,499","273,286","14,981","1,661","3,621",229,"14,736","30,177","38,843","36,781","23,785","11,196","8,336",186,"60,890","139,519","131,735","2,032","48,396","10,328",2.0521503
2021-04-11,"4,438,866","273,430","14,995","1,664","3,621",144,"14,755","30,201","38,862","36,793","23,753","11,197","8,339",185,"60,917","139,599","131,833","1,998","48,428","7,367",1.96610351
2021-04-12,"4,451,270","273,708","15,024","1,665","3,623",278,"14,772","30,246","38,899","36,812","23,763","11,201","8,334",185,"60,998","139,733","131,973","2,002","48,488","12,404",1.9573507
2021-04-13,"4,467,567","273,968","15,033","1,666","3,648",260,"14,793","30,274","38,936","36,840","23,776","11,202","8,346",184,"61,056","139,846","132,117","2,005","48,561","16,297",1.89582979
2021-04-14,"4,485,509","274,249","15,047","1,667","3,653",281,"14,810","30,303","38,977","36,876","23,789","11,208","8,347",184,"61,131","139,983","132,264","2,002","48,624","17,942",1.89610761
2021-04-15,"4,503,547","274,566","15,104","1,673","3,662",317,"14,842","30,345","39,011","36,899","23,803","11,215","8,352",179,"61,223","140,153","132,424","1,989","48,697","18,038",1.80829326
2021-04-16,"4,515,761","274,811","15,128","1,675","3,674",245,"14,868","30,369","39,040","36,922","23,815","11,220","8,357",178,"61,298","140,286","132,534","1,991","48,744","12,214",1.77240613
2021-04-17,"4,525,995","274,960","15,139","1,676","3,673",149,"14,881","30,382","39,062","36,942","23,821","11,227","8,359",178,"61,337","140,358","132,613","1,989","48,771","10,234",1.77647375
2021-04-18,"4,532,977","275,112","15,144","1,676","3,674",152,"14,891","30,410","39,082","36,960","23,829","11,227","8,359",180,"61,370","140,437","132,691","1,984","48,804","6,982",1.77594716
2021-04-19,"4,540,724","275,368","15,171","1,676","3,674",256,"14,902","30,432","39,128","36,944","23,846","11,232","8,360",179,"61,429","140,569","132,816","1,983","48,866","7,747",1.791625
2021-04-20,"4,557,671","275,631","15,186","1,676","3,681",263,"14,917","30,464","39,164","37,020","23,854","11,233","8,367",178,"61,505","140,678","132,970","1,983","48,929","16,947",1.73506992
2021-04-21,"4,575,097","275,912","15,214","1,678","3,684",281,"14,941","30,505","39,196","37,057","23,875","11,237","8,370",177,"61,576","140,792","133,136","1,984","48,978","17,425",1.71828734
2021-04-22,"4,589,804","275,096","15,137","1,670","3,684",329,"14,946","30,448","39,079","36,923","23,733","11,168","8,308",174,"61,472","140,388","132,763","1,945","48,845","14,708",1.8046866
2021-04-23,"4,602,601","275,251","15,160","1,670","3,688",155,"14,957","30,475","39,092","36,933","23,745","11,174","8,308",175,"61,514","140,451","132,852","1,948","48,878","12,797",1.8403792
2021-04-24,"4,615,950","275,411","15,162","1,670","3,692",160,"14,968","30,500","39,121","36,944","23,760","11,174","8,312",175,"61,556","140,529","132,934","1,948","48,901","13,349",1.77282855
2021-04-25,"4,623,687","275,540","15,164","1,673","3,692",129,"14,982","30,509","39,137","36,949","23,768","11,177","8,313",174,"61,598","140,585","133,013","1,942","48,933","7,737",1.7611635
2021-04-26,"4,630,877","275,684","15,174","1,673","3,692",144,"14,991","30,534","39,161","36,977","23,776","11,182","8,314",173,"61,623","140,644","133,078","1,942","48,953","7,190",1.7376828
2021-04-27,"4,653,928","275,820","15,187","1,673","3,698",136,"14,996","30,561","39,189","36,988","23,784","11,186","8,315",173,"61,658","140,731","133,147","1,942","48,970","23,051",1.60816909
2021-04-28,"4,670,695","275,960","15,195","1,677","3,700",140,"15,010","30,593","39,202","37,003","23,792","11,193","8,319",173,"61,688","140,800","133,219","1,941","48,987","16,767",1.5422332
2021-04-29,"4,687,592","276,156","15,231","1,683","3,702",196,"15,024","30,624","39,229","37,025","23,795","11,197","8,320",172,"61,735","140,909","133,309","1,938","49,035","16,897",1.4860496
2021-04-30,"4,701,579","276,366","15,239","1,682","3,706",210,"15,044","30,656","39,262","37,047","23,801","11,205","8,328",172,"61,779","141,012","133,415","1,939","49,072","13,987",1.4530347
2021-05-01,"4,710,603","276,520","15,248","1,682","3,712",154,"15,057","30,685","39,286","37,062","23,811","11,207","8,329",172,"61,813","141,078","133,485","1,957","49,098","9,024",1.46526694
2021-05-02,"4,717,275","276,692","15,257","1,683","3,712",172,"15,063","30,712","39,315","37,085","23,824","11,215","8,328",172,"61,845","141,175","133,573","1,944","49,133","6,672",1.47858359
2021-05-03,"4,723,699","276,878","15,264","1,684","3,713",186,"15,075","30,721","39,331","37,114","23,835","11,217","8,332",172,"61,910","141,175","133,573","2,130","49,171","6,424",1.4510179
2021-05-04,"4,741,062","277,097","15,264","1,684","3,713",219,"15,085","30,751","39,366","37,138","23,842","11,219","8,337",172,"61,988","141,354","133,798","1,945","49,199","17,363",1.42373399
2021-05-05,"4,756,474","277,323","15,283","1,685","3,716",226,"15,113","30,776","39,391","37,158","23,850","11,226","8,341",172,"62,050","141,454","133,919","1,950","49,246","15,412",1.4092117
2021-05-06,"4,771,338","277,533","15,293","1,687","3,718",210,"15,127","30,804","39,423","37,176","23,860","11,227","8,344",171,"62,110","141,557","134,030","1,946","49,291","14,864",1.3424482
2021-05-07,"4,782,603","277,759","15,313","1,691","3,725",226,"15,144","30,837","39,459","37,194","23,870","11,230","8,347",171,"62,168","141,658","134,153","1,948","49,339","11,265",1.3933179
2021-05-08,"4,791,806","277,949","15,319","1,691","3,725",190,"15,157","30,865","39,490","37,214","23,881","11,234","8,349",171,"62,210","141,759","134,242","1,948","49,378","9,203",1.44322627
2021-05-09,"4,797,212","278,182","15,327","1,691","3,725",233,"15,168","30,890","39,526","37,238","23,903","11,239","8,354",171,"62,263","141,862","134,372","1,948","49,430","5,406",1.52254718
2021-05-10,"4,807,332","278,307","15,331","1,692","3,725",125,"15,169","30,909","39,543","37,254","23,914","11,247","8,355",171,"62,296","141,919","134,437","1,951","49,449","10,120",1.486498
2021-05-11,"4,820,025","278,401","15,333","1,691","3,729",94,"15,177","30,927","39,553","37,259","23,918","11,250","8,355",171,"62,328","141,964","134,485","1,952","49,463","12,693",1.55391127
2021-05-12,"4,835,774","278,591","15,340","1,690","3,729",190,"15,196","30,959","39,573","37,282","23,929","11,253","8,360",171,"62,374","142,068","134,568","1,955","49,494","15,749",1.5937824
2021-05-13,"4,850,532","278,852","15,342","1,691","3,732",261,"15,217","30,997","39,617","37,304","23,946","11,267","8,358",171,"62,441","142,198","134,694","1,960","49,534","14,758",1.6545968
2021-05-14,"4,863,637","278,990","15,345","1,692","3,737",138,"15,231","31,020","39,635","37,318","23,951","11,270","8,361",171,"62,465","142,266","134,765","1,959","49,568","13,105",1.6191734
2021-05-15,"4,872,157","279,098","15,348","1,693","3,742",108,"15,238","31,034","39,650","37,328","23,961","11,274","8,363",171,"62,494","142,319","134,819","1,960","49,585","8,520",1.59575126
2021-05-16,"4,878,607","279,145","15,351","1,696","3,742",47,"15,253","31,043","39,655","37,326","23,965","11,276","8,362",171,"62,502","142,337","134,848","1,960","49,592","6,450",1.52046711
2021-05-17,"4,886,295","279,253","15,355","1,696","3,742",108,"15,266","31,055","39,669","37,339","23,972","11,281","8,364",171,"62,526","142,398","134,897","1,958","49,610","7,688",1.4606755
2021-05-18,"4,898,859","279,344","15,382","1,698","3,746",91,"15,279","31,073","39,676","37,344","23,975","11,284","8,365",171,"62,546","142,453","134,931","1,960","49,631","12,564",1.42398144
2021-05-19,"4,913,721","279,489","15,384","1,700","3,749",145,"15,289","31,094","39,694","37,364","23,984","11,289","8,366",171,"62,576","142,530","134,996","1,963","49,662","14,862",1.37745076
2021-05-20,"4,926,115","279,553","15,382","1,700","3,748",64,"15,303","31,107","39,695","37,366","23,985","11,289","8,372",171,"62,588","142,575","135,017","1,961","49,677","12,394",1.30510347
2021-05-21,"4,939,573","279,613","15,382","1,700","3,751",60,"15,324","31,111","39,699","37,361","23,986","11,286","8,368",171,"62,608","142,597","135,056","1,960","49,699","13,458",1.1811174
2021-05-22,"4,946,259","279,689","15,386","1,699","3,751",76,"15,328","31,127","39,708","37,368","23,991","11,289","8,368",171,"62,626","142,639","135,090","1,960","49,713","6,686",1.12655629
2021-05-23,"4,952,244","279,714","15,382","1,700","3,749",25,"15,333","31,138","39,709","37,365","23,990","11,288","8,365",171,"62,630","142,658","135,096","1,960","49,725","5,985",0.98818308
2021-05-24,"4,960,011","279,785","15,385","1,702","3,753",71,"15,337","31,148","39,715","37,369","23,989","11,292","8,368",171,"62,649","142,701","135,124","1,960","49,747","7,767",0.9680441
2021-05-25,"4,972,307","279,858","15,387","1,703","3,755",73,"15,345","31,162","39,723","37,380","23,990","11,294","8,370",171,"62,664","142,743","135,155","1,960","49,759","12,296",0.95677756
2021-05-26,"4,985,872","279,959","15,391","1,703","3,756",101,"15,360","31,170","39,732","37,391","23,998","11,294","8,373",171,"62,689","142,790","135,209","1,960","49,781","13,565",0.91140455
2021-05-27,"4,998,516","280,042","15,397","1,704","3,756",83,"15,371","31,182","39,738","37,404","24,001","11,297","8,374",171,"62,709","142,842","135,243","1,957","49,795","12,644",0.804141
2021-05-28,"5,008,709","280,150","15,402","1,705","3,756",108,"15,380","31,192","39,752","37,420","24,010","11,299","8,380",171,"62,738","142,898","135,296","1,956","49,808","10,193",0.799603
2021-05-29,"5,015,783","280,208","15,406","1,706","3,756",58,"15,387","31,196","39,759","37,427","24,013","11,300","8,380",171,"62,753","142,926","135,327","1,955","49,822","7,074",0.77284057
2021-05-30,"5,021,666","280,253","15,409","1,707","3,756",45,"15,394","31,203","39,762","37,431","24,016","11,301","8,379",171,"62,760","142,946","135,352","1,955","49,836","5,883",0.7745056
2021-05-31,"5,026,899","280,304","15,412","1,706","3,756",51,"15,398","31,212","39,765","37,435","24,018","11,303","8,378",171,"62,779","142,972","135,378","1,954","49,845","5,233",0.7474894
2021-06-01,"5,033,204","280,346","15,412","1,706","3,760",42,"15,402","31,218","39,771","37,436","24,021","11,304","8,381",171,"62,787","142,991","135,401","19,564","49,855","6,305",0.74584093
2021-06-02,"5,046,527","280,429","15,412","1,707","3,761",83,"15,415","31,229","39,776","37,444","24,024","11,304","8,383",170,"62,810","1,423,027","135,448","1,954","49,874","13,323",0.70779935
2021-06-03,"5,063,964","280,555","15,434","1,707","3,763",126,"15,428","31,255","39,788","37,456","24,035","11,314","8,389",168,"62,828","143,108","135,500","1,947","49,894","17,437",0.7268823
2021-06-04,"5,074,589","280,675","15,438","1,709","3,764",120,"15,439","31,273","39,807","37,474","24,044","11,319","8,389",168,"62,850","143,166","135,561","1,948","49,912","10,625",0.7865734
2021-06-05,"5,082,967","280,742","15,441","1,710","3,764",67,"15,441","31,279","39,815","37,480","24,047","11,322","8,389",168,"62,876","143,197","135,597","1,948","49,925","8,378",0.77025484
2021-06-06,"5,088,865","280,807","15,441","1,711","3,764",65,"15,443","31,288","39,824","37,489","24,048","11,327","8,393",168,"62,888","143,225","135,631","1,951","49,939","5,898",0.80002342
2021-06-07,"5,095,536","280,878","15,447","1,711","3,764",71,"15,444","31,298","39,833","37,495","24,054","11,327","8,403",166,"62,907","143,262","135,670","1,946","49,951","6,671",0.8064933
2021-06-08,"5,106,921","280,940","15,450","1,711","3,765",62,"15,448","31,311","39,836","37,499","24,060","11,330","8,404",166,"62,919","143,294","135,699","1,947","49,967","11,385",0.8037797
2021-06-09,"5,117,664","281,051","15,456","1,711","3,766",111,"15,456","31,327","39,849","37,514","24,060","11,333","8,407",166,"62,958","143,362","135,740","1,949","49,981","10,743",0.82857836
2021-06-10,"5,127,809","281,143","15,460","1,712","3,768",92,"15,464","31,336","39,862","37,517","24,066","11,336","8,409",166,"62,994","143,414","135,780","1,949","49,993","10,145",0.8515542
2021-06-11,"5,138,443","281,202","15,461","1,712","3,770",59,"15,466","31,342","39,869","37,519","24,070","11,338","8,409",166,"63,021","143,438","135,816","1,948","50,002","10,634",0.81089
2021-06-12,"5,146,257","281,267","15,469","1,712","3,770",65,"15,469","31,355","39,875","37,526","24,073","11,338","8,410",166,"63,041","143,464","135,855","1,948","50,014","7,814",0.81165596
2021-06-13,"5,151,848","281,313","15,467","1,712","3,770",46,"15,472","31,359","39,884","37,535","24,077","11,339","8,410",166,"63,053","143,489","135,875","1,949","50,018","5,591",0.81424467
2021-06-14,"5,159,453","281,374","15,476","1,712","3,770",61,"15,475","31,364","39,892","37,544","24,079","11,340","8,412",166,"63,069","143,527","135,898","1,949","50,033","7,605",0.8072182
2021-06-15,"5,168,174","281,422","15,477","1,712","3,770",48,"15,482","31,370","39,904","37,546","24,079","11,342","8,414",166,"63,076","143,548","135,924","1,950","50,043","8,721",0.79721419
2021-06-16,"5,179,329","281,530","15,487","1,715","3,771",108,"15,493","31,379","39,910","37,560","24,083","11,348","8,414",166,"63,116","143,605","135,975","1,950","50,061","11,155",0.82905378
2021-06-17,"5,188,680","281,607","15,496","1,717","3,771",77,"15,498","31,391","39,925","37,569","24,084","11,351","8,414",166,"63,132","143,642","136,016","1,949","50,077","9,351",0.8435165
2021-06-18,"5,196,690","281,681","15,499","1,717","3,771",74,"15,507","31,395","39,939","37,570","24,088","11,352","8,414",166,"63,160","143,674","136,058","1,949","50,090","8,010",0.8239081
2021-06-19,"5,203,453","281,749","15,501","1,717","3,771",68,"15,510","31,401","39,949","37,578","24,092","11,355","8,415",166,"63,175","143,708","136,091","1,950","50,108","6,763",0.83578175
2021-06-20,"5,209,543","281,810","15,507","1,717","3,771",61,"15,513","31,405","39,956","37,585","24,096","11,359","8,416",166,"63,194","143,736","136,124","1,950","50,120","6,090",0.8311374
2021-06-21,"5,215,794","281,866","15,513","1,717","3,771",56,"15,515","31,417","39,961","37,595","24,100","11,358","8,416",166,"63,207","143,763","136,153","1,950","50,131","6,251",0.821567
2021-06-22,"5,223,738","281,936","15,515","1,717","3,777",70,"15,518","31,431","39,971","37,603","24,109","11,359","8,416",166,"63,221","143,797","136,189","1,950","50,142","7,944",0.85261563
2021-06-23,"5,233,245","282,052","15,516","1,717","3,778",116,"15,524","31,454","39,982","37,618","24,115","11,362","8,418",166,"63,251","143,861","136,240","1,951","50,162","9,507",0.8660593
2021-06-24,"5,241,236","282,156","15,522","1,717","3,779",104,"15,527","31,464","39,997","37,633","24,121","11,362","8,419",165,"63,280","143,909","136,300","1,947","50,188","7,991",0.8930854
2021-06-25,"5,248,376","282,262","15,530","1,717","3,780",106,"15,541","31,479","40,005","37,645","24,127","11,365","8,422",165,"63,303","143,954","136,361","1,947","50,210","7,132",0.9642237
2021-06-26,"5,254,876","282,358","15,537","1,719","3,780",96,"15,550","31,487","40,016","37,664","24,136","11,369","8,423",166,"63,321","143,998","136,412","1,948","50,226","6,500",1.00428322
2021-06-27,"5,260,170","282,416","15,533","1,720","3,780",58,"15,557","31,495","40,026","37,666","24,137","11,370","8,422",166,"63,334","144,042","136,427","1,947","50,234","5,294",1.01826037
2021-06-28,"5,265,765","282,498","15,536","1,721","3,780",82,"15,561","31,508","40,036","37,675","24,142","11,374","8,423",166,"63,358","144,074","136,477","1,947","50,255","5,595",1.057265
